audio,sampling_rate,transcript
157779.wav,44100,
82738.wav,44100,
239722.wav,44100,
55320.wav,44100,
165322.wav,44100,
87239.wav,44100,
9820.wav,44100,
342578.wav,44100,
6363.wav,44100,
342561.wav,44100,
107292.wav,44100,
201434.wav,44100,
58759.wav,44100,
82759.wav,44100,
414790.wav,44100,
425098.wav,44100,
6311.wav,44100,
276357.wav,44100,
3541.wav,44100,
413890.wav,44100,
162918.wav,44100,
413864.wav,44100,
138985.wav,44100,
157438.wav,44100,
6339.wav,44100,
18086.wav,44100,
37602.wav,44100,
201449.wav,44100,
81997.wav,44100,
124955.wav,44100,
405839.wav,44100,
30670.wav,44100,
40962.wav,44100,
9822.wav,44100,
203093.wav,44100,
246216.wav,44100,
191648.wav,44100,
32968.wav,44100,
6285.wav,44100,
109081.wav,44100,
172976.wav,44100,
425101.wav,44100,
55308.wav,44100,
169880.wav,44100,
110150.wav,44100,
208250.wav,44100,
415711.wav,44100,
414794.wav,44100,
31993.wav,44100,
415679.wav,44100,
239792.wav,44100,
221812.wav,44100,
55290.wav,44100,
419548.wav,44100,
18083.wav,44100,
181082.wav,44100,
60259.wav,44100,
16573.wav,44100,
232299.wav,44100,
365950.wav,44100,
239778.wav,44100,
15050.wav,44100,
182885.wav,44100,
277373.wav,44100,
201395.wav,44100,
163015.wav,44100,
110155.wav,44100,
413887.wav,44100,
52720.wav,44100,
67831.wav,44100,
110156.wav,44100,
424274.wav,44100,
413355.wav,44100,
261218.wav,44100,
15037.wav,44100,
361597.wav,44100,
208234.wav,44100,
151084.wav,44100,
239817.wav,44100,
19921.wav,44100,
25596.wav,44100,
270740.wav,44100,
145674.wav,44100,
82751.wav,44100,
233549.wav,44100,
81986.wav,44100,
217372.wav,44100,
7402.wav,44100,
63138.wav,44100,
264272.wav,44100,
192571.wav,44100,
330880.wav,44100,
201450.wav,44100,
107283.wav,44100,
425560.wav,44100,
12816.wav,44100,
192829.wav,44100,
235209.wav,44100,
6290.wav,44100,
112439.wav,44100,
169879.wav,44100,
60257.wav,44100,
87545.wav,44100,
201390.wav,44100,
162998.wav,44100,
163013.wav,44100,
126048.wav,44100,
1325.wav,44100,
413414.wav,44100,
162938.wav,44100,
416759.wav,44100,
52732.wav,44100,
414006.wav,44100,
261131.wav,44100,
86479.wav,44100,
6364.wav,44100,
406809.wav,44100,
235213.wav,44100,
58766.wav,44100,
6291.wav,44100,
413874.wav,44100,
264240.wav,44100,
18160.wav,44100,
138992.wav,44100,
91564.wav,44100,
74456.wav,44100,
416763.wav,44100,
172993.wav,44100,
127561.wav,44100,
43939.wav,44100,
400636.wav,44100,
75231.wav,44100,
201394.wav,44100,
19919.wav,44100,
43944.wav,44100,
122237.wav,44100,
25767.wav,44100,
163004.wav,44100,
201348.wav,44100,
244560.wav,44100,
81994.wav,44100,
72999.wav,44100,
86481.wav,44100,
352480.wav,44100,
54312.wav,44100,
276591.wav,44100,
5094.wav,44100,
116965.wav,44100,
116967.wav,44100,
147024.wav,44100,
147064.wav,44100,
147077.wav,44100,
147085.wav,44100,
150468.wav,44100,
117973.wav,44100,
117976.wav,44100,
117978.wav,44100,
117979.wav,44100,
117981.wav,44100,
117972.wav,44100,
104212.wav,44100,
104214.wav,44100,
104218.wav,44100,
138361.wav,44100,
138373.wav,44100,
138374.wav,44100,
104209.wav,44100,
104210.wav,44100,
269905.wav,44100,
269906.wav,44100,
269907.wav,44100,
269941.wav,44100,
270009.wav,44100,
270085.wav,44100,
269798.wav,44100,
269946.wav,44100,
270010.wav,44100,
135950.wav,44100,
135951.wav,44100,
135953.wav,44100,
135954.wav,44100,
135955.wav,44100,
135957.wav,44100,
135964.wav,44100,
135966.wav,44100,
135967.wav,44100,
135969.wav,44100,
135972.wav,44100,
135974.wav,44100,
135988.wav,44100,
135990.wav,44100,
135992.wav,44100,
136004.wav,44100,
136007.wav,44100,
136010.wav,44100,
136016.wav,44100,
136017.wav,44100,
136019.wav,44100,
136021.wav,44100,
136023.wav,44100,
136032.wav,44100,
136037.wav,44100,
136045.wav,44100,
136047.wav,44100,
136048.wav,44100,
136049.wav,44100,
140648.wav,44100,
140649.wav,44100,
140653.wav,44100,
140663.wav,44100,
140664.wav,44100,
140675.wav,44100,
140676.wav,44100,
140682.wav,44100,
140685.wav,44100,
140689.wav,44100,
140692.wav,44100,
135952.wav,44100,
136024.wav,44100,
136026.wav,44100,
140650.wav,44100,
140655.wav,44100,
140672.wav,44100,
168401.wav,44100,
196734.wav,44100,
140658.wav,44100,
106775.wav,44100,
159343.wav,44100,
330087.wav,44100,
168322.wav,44100,
168402.wav,44100,
260458.wav,44100,
136044.wav,44100,
135985.wav,44100,
244865.wav,44100,
270062.wav,44100,
117003.wav,44100,
172857.wav,44100,
277174.wav,44100,
340489.wav,44100,
277183.wav,44100,
147081.wav,44100,
196725.wav,44100,
245301.wav,44100,
349246.wav,44100,
244824.wav,44100,
428629.wav,44100,
168367.wav,44100,
245293.wav,44100,
337569.wav,44100,
136013.wav,44100,
398022.wav,44100,
165235.wav,44100,
244813.wav,44100,
123183.wav,44100,
136181.wav,44100,
175881.wav,44100,
177959.wav,44100,
270077.wav,44100,
104220.wav,44100,
132282.wav,44100,
121657.wav,44100,
142351.wav,44100,
337570.wav,44100,
140680.wav,44100,
431636.wav,44100,
140678.wav,44100,
136112.wav,44100,
102783.wav,44100,
140679.wav,44100,
340603.wav,44100,
140266.wav,44100,
288894.wav,44100,
136166.wav,44100,
173534.wav,44100,
106559.wav,44100,
179853.wav,44100,
109102.wav,44100,
347993.wav,44100,
140688.wav,44100,
244831.wav,44100,
132969.wav,44100,
340509.wav,44100,
168396.wav,44100,
121021.wav,44100,
201211.wav,44100,
136159.wav,44100,
200422.wav,44100,
32188.wav,44100,
169127.wav,44100,
277186.wav,44100,
93175.wav,44100,
15312.wav,44100,
104234.wav,44100,
183472.wav,44100,
146908.wav,44100,
135958.wav,44100,
58354.wav,44100,
150156.wav,44100,
340189.wav,44100,
223661.wav,44100,
136177.wav,44100,
86893.wav,44100,
245879.wav,44100,
28666.wav,44100,
123217.wav,44100,
222251.wav,44100,
117024.wav,44100,
10367.wav,44100,
3797.wav,44100,
108250.wav,44100,
330134.wav,44100,
175869.wav,44100,
20811.wav,44100,
93144.wav,44100,
340614.wav,44100,
412054.wav,44100,
244852.wav,44100,
266566.wav,44100,
269908.wav,44100,
200741.wav,44100,
92019.wav,44100,
202678.wav,44100,
56262.wav,44100,
411636.wav,44100,
130777.wav,44100,
131385.wav,44100,
10492.wav,44100,
118004.wav,44100,
244848.wav,44100,
136074.wav,44100,
390716.wav,44100,
244825.wav,44100,
132280.wav,44100,
175874.wav,44100,
432649.wav,44100,
75348.wav,44100,
244810.wav,44100,
340524.wav,44100,
330131.wav,44100,
136158.wav,44100,
136119.wav,44100,
146901.wav,44100,
182291.wav,44100,
173552.wav,44100,
324549.wav,44100,
176976.wav,44100,
340583.wav,44100,
414478.wav,44100,
368338.wav,44100,
123207.wav,44100,
19676.wav,44100,
344438.wav,44100,
158764.wav,44100,
27192.wav,44100,
192508.wav,44100,
118011.wav,44100,
343827.wav,44100,
13827.wav,44100,
104221.wav,44100,
200770.wav,44100,
163631.wav,44100,
136209.wav,44100,
45100.wav,44100,
135994.wav,44100,
340571.wav,44100,
416941.wav,44100,
93170.wav,44100,
120511.wav,44100,
135993.wav,44100,
222241.wav,44100,
93178.wav,44100,
168347.wav,44100,
423877.wav,44100,
173533.wav,44100,
81251.wav,44100,
136367.wav,44100,
95755.wav,44100,
92641.wav,44100,
244830.wav,44100,
136012.wav,44100,
140669.wav,44100,
175867.wav,44100,
136066.wav,44100,
178202.wav,44100,
256993.wav,44100,
117011.wav,44100,
136176.wav,44100,
10514.wav,44100,
222291.wav,44100,
411341.wav,44100,
347496.wav,44100,
270161.wav,44100,
315630.wav,44100,
270118.wav,44100,
169637.wav,44100,
317077.wav,44100,
132403.wav,44100,
244847.wav,44100,
3099.wav,44100,
28050.wav,44100,
81259.wav,44100,
136093.wav,44100,
85486.wav,44100,
136110.wav,44100,
136099.wav,44100,
136448.wav,44100,
330122.wav,44100,
196726.wav,44100,
118010.wav,44100,
30938.wav,44100,
3045.wav,44100,
265580.wav,44100,
399902.wav,44100,
20793.wav,44100,
117028.wav,44100,
340587.wav,44100,
344677.wav,44100,
411635.wav,44100,
138363.wav,44100,
99564.wav,44100,
330099.wav,44100,
269922.wav,44100,
340609.wav,44100,
344886.wav,44100,
104254.wav,44100,
193549.wav,44100,
258069.wav,44100,
432622.wav,44100,
77281.wav,44100,
120543.wav,44100,
93168.wav,44100,
270156.wav,44100,
117023.wav,44100,
222289.wav,44100,
200750.wav,44100,
222297.wav,44100,
219612.wav,44100,
175872.wav,44100,
222281.wav,44100,
10368.wav,44100,
404024.wav,44100,
252214.wav,44100,
146898.wav,44100,
133070.wav,44100,
346023.wav,44100,
148002.wav,44100,
183157.wav,44100,
10511.wav,44100,
196733.wav,44100,
2792.wav,44100,
270086.wav,44100,
25259.wav,44100,
244854.wav,44100,
168408.wav,44100,
136196.wav,44100,
118026.wav,44100,
404867.wav,44100,
136028.wav,44100,
117034.wav,44100,
147255.wav,44100,
270071.wav,44100,
46550.wav,44100,
269910.wav,44100,
413625.wav,44100,
140681.wav,44100,
255182.wav,44100,
168338.wav,44100,
410940.wav,44100,
42902.wav,44100,
104217.wav,44100,
340584.wav,44100,
44228.wav,44100,
168325.wav,44100,
10518.wav,44100,
156942.wav,44100,
117018.wav,44100,
136136.wav,44100,
140646.wav,44100,
123198.wav,44100,
244863.wav,44100,
136096.wav,44100,
269748.wav,44100,
104251.wav,44100,
150160.wav,44100,
244864.wav,44100,
173555.wav,44100,
222254.wav,44100,
200737.wav,44100,
168368.wav,44100,
277185.wav,44100,
270180.wav,44100,
25840.wav,44100,
135991.wav,44100,
19670.wav,44100,
269911.wav,44100,
136225.wav,44100,
149498.wav,44100,
340615.wav,44100,
330083.wav,44100,
244822.wav,44100,
340193.wav,44100,
121394.wav,44100,
270050.wav,44100,
118019.wav,44100,
276939.wav,44100,
269951.wav,44100,
406218.wav,44100,
46567.wav,44100,
168395.wav,44100,
340533.wav,44100,
139952.wav,44100,
118018.wav,44100,
81241.wav,44100,
168318.wav,44100,
319821.wav,44100,
28663.wav,44100,
133069.wav,44100,
136006.wav,44100,
171486.wav,44100,
161086.wav,44100,
81256.wav,44100,
251365.wav,44100,
386799.wav,44100,
136077.wav,44100,
200777.wav,44100,
120533.wav,44100,
270046.wav,44100,
270135.wav,44100,
72056.wav,44100,
171489.wav,44100,
41383.wav,44100,
33797.wav,44100,
136234.wav,44100,
136108.wav,44100,
183110.wav,44100,
270011.wav,44100,
390723.wav,44100,
81456.wav,44100,
270134.wav,44100,
150127.wav,44100,
152040.wav,44100,
269751.wav,44100,
117026.wav,44100,
330078.wav,44100,
136236.wav,44100,
93153.wav,44100,
315622.wav,44100,
117022.wav,44100,
207137.wav,44100,
137994.wav,44100,
160731.wav,44100,
340585.wav,44100,
340556.wav,44100,
270026.wav,44100,
135975.wav,44100,
168355.wav,44100,
136031.wav,44100,
259885.wav,44100,
175870.wav,44100,
219834.wav,44100,
164857.wav,44100,
168363.wav,44100,
244820.wav,44100,
132404.wav,44100,
380325.wav,44100,
340499.wav,44100,
240327.wav,44100,
200748.wav,44100,
411375.wav,44100,
336427.wav,44100,
117975.wav,44100,
168397.wav,44100,
340612.wav,44100,
50693.wav,44100,
396568.wav,44100,
140666.wav,44100,
175875.wav,44100,
140684.wav,44100,
93181.wav,44100,
136101.wav,44100,
411630.wav,44100,
99960.wav,44100,
109358.wav,44100,
123194.wav,44100,
50985.wav,44100,
135970.wav,44100,
152644.wav,44100,
270179.wav,44100,
141589.wav,44100,
123195.wav,44100,
85488.wav,44100,
3106.wav,44100,
340569.wav,44100,
244844.wav,44100,
390726.wav,44100,
260456.wav,44100,
340555.wav,44100,
10487.wav,44100,
269937.wav,44100,
245310.wav,44100,
396554.wav,44100,
136219.wav,44100,
104233.wav,44100,
277187.wav,44100,
81234.wav,44100,
337567.wav,44100,
166979.wav,44100,
418861.wav,44100,
245581.wav,44100,
406528.wav,44100,
166977.wav,44100,
136161.wav,44100,
244858.wav,44100,
399084.wav,44100,
116970.wav,44100,
136018.wav,44100,
9566.wav,44100,
168357.wav,44100,
219630.wav,44100,
58355.wav,44100,
269785.wav,44100,
392078.wav,44100,
136036.wav,44100,
135949.wav,44100,
91790.wav,44100,
222267.wav,44100,
378057.wav,44100,
51260.wav,44100,
270116.wav,44100,
200778.wav,44100,
200771.wav,44100,
340600.wav,44100,
330103.wav,44100,
220751.wav,44100,
123188.wav,44100,
168383.wav,44100,
136141.wav,44100,
330108.wav,44100,
144525.wav,44100,
413619.wav,44100,
222248.wav,44100,
81250.wav,44100,
117027.wav,44100,
136043.wav,44100,
222280.wav,44100,
175878.wav,44100,
396556.wav,44100,
168575.wav,44100,
259453.wav,44100,
200752.wav,44100,
244819.wav,44100,
146902.wav,44100,
372207.wav,44100,
31667.wav,44100,
245294.wav,44100,
270175.wav,44100,
183920.wav,44100,
166955.wav,44100,
101760.wav,44100,
317082.wav,44100,
91132.wav,44100,
27366.wav,44100,
179185.wav,44100,
269933.wav,44100,
138897.wav,44100,
352513.wav,44100,
269925.wav,44100,
136059.wav,44100,
93905.wav,44100,
140656.wav,44100,
330861.wav,44100,
336425.wav,44100,
54529.wav,44100,
270053.wav,44100,
340520.wav,44100,
161447.wav,44100,
168351.wav,44100,
269944.wav,44100,
123208.wav,44100,
36955.wav,44100,
409609.wav,44100,
67318.wav,44100,
270044.wav,44100,
166042.wav,44100,
367770.wav,44100,
46527.wav,44100,
106780.wav,44100,
136065.wav,44100,
150121.wav,44100,
116966.wav,44100,
222298.wav,44100,
121097.wav,44100,
244835.wav,44100,
70779.wav,44100,
95010.wav,44100,
330101.wav,44100,
168411.wav,44100,
340508.wav,44100,
203216.wav,44100,
76804.wav,44100,
340470.wav,44100,
244838.wav,44100,
168378.wav,44100,
346478.wav,44100,
244817.wav,44100,
200739.wav,44100,
368944.wav,44100,
136030.wav,44100,
106770.wav,44100,
13826.wav,44100,
341644.wav,44100,
120538.wav,44100,
389430.wav,44100,
269939.wav,44100,
16338.wav,44100,
43602.wav,44100,
10484.wav,44100,
102810.wav,44100,
240712.wav,44100,
222256.wav,44100,
196729.wav,44100,
172504.wav,44100,
330112.wav,44100,
112213.wav,44100,
136204.wav,44100,
244867.wav,44100,
330123.wav,44100,
201953.wav,44100,
136207.wav,44100,
106771.wav,44100,
160209.wav,44100,
194193.wav,44100,
10491.wav,44100,
144113.wav,44100,
803.wav,44100,
244851.wav,44100,
168326.wav,44100,
89389.wav,44100,
270113.wav,44100,
134924.wav,44100,
161085.wav,44100,
135463.wav,44100,
315624.wav,44100,
137990.wav,44100,
270084.wav,44100,
10507.wav,44100,
136155.wav,44100,
315625.wav,44100,
315648.wav,44100,
20802.wav,44100,
344535.wav,44100,
270022.wav,44100,
117031.wav,44100,
138379.wav,44100,
3107.wav,44100,
391477.wav,44100,
89771.wav,44100,
244815.wav,44100,
269930.wav,44100,
330138.wav,44100,
147032.wav,44100,
330107.wav,44100,
136089.wav,44100,
43596.wav,44100,
135976.wav,44100,
376607.wav,44100,
43601.wav,44100,
360302.wav,44100,
386728.wav,44100,
149481.wav,44100,
240713.wav,44100,
93154.wav,44100,
269802.wav,44100,
324548.wav,44100,
161750.wav,44100,
186769.wav,44100,
244845.wav,44100,
193545.wav,44100,
128675.wav,44100,
396582.wav,44100,
168340.wav,44100,
436.wav,44100,
116984.wav,44100,
244833.wav,44100,
131554.wav,44100,
241887.wav,44100,
166978.wav,44100,
40771.wav,44100,
340521.wav,44100,
13819.wav,44100,
144523.wav,44100,
222258.wav,44100,
27200.wav,44100,
93962.wav,44100,
102032.wav,44100,
121399.wav,44100,
269800.wav,44100,
340506.wav,44100,
104821.wav,44100,
116987.wav,44100,
171768.wav,44100,
245299.wav,44100,
340497.wav,44100,
45101.wav,44100,
20803.wav,44100,
340613.wav,44100,
197107.wav,44100,
135465.wav,44100,
340592.wav,44100,
104823.wav,44100,
132401.wav,44100,
136226.wav,44100,
44195.wav,44100,
804.wav,44100,
269963.wav,44100,
222266.wav,44100,
258039.wav,44100,
410939.wav,44100,
330141.wav,44100,
118013.wav,44100,
20792.wav,44100,
144524.wav,44100,
118006.wav,44100,
117961.wav,44100,
404874.wav,44100,
171479.wav,44100,
269787.wav,44100,
212541.wav,44100,
340529.wav,44100,
400826.wav,44100,
136107.wav,44100,
135621.wav,44100,
203629.wav,44100,
222284.wav,44100,
418308.wav,44100,
365900.wav,44100,
245298.wav,44100,
34201.wav,44100,
244814.wav,44100,
340606.wav,44100,
136034.wav,44100,
222252.wav,44100,
13825.wav,44100,
135978.wav,44100,
118017.wav,44100,
135965.wav,44100,
200735.wav,44100,
146907.wav,44100,
19671.wav,44100,
343756.wav,44100,
93166.wav,44100,
136824.wav,44100,
424479.wav,44100,
4013.wav,44100,
168349.wav,44100,
93150.wav,44100,
269967.wav,44100,
168374.wav,44100,
270023.wav,44100,
258041.wav,44100,
270068.wav,44100,
222276.wav,44100,
117020.wav,44100,
411633.wav,44100,
136231.wav,44100,
270814.wav,44100,
269912.wav,44100,
135968.wav,44100,
413624.wav,44100,
339116.wav,44100,
244850.wav,44100,
150124.wav,44100,
270069.wav,44100,
168356.wav,44100,
81238.wav,44100,
213066.wav,44100,
136153.wav,44100,
330094.wav,44100,
19902.wav,44100,
121403.wav,44100,
49032.wav,44100,
121408.wav,44100,
277175.wav,44100,
136002.wav,44100,
368343.wav,44100,
51044.wav,44100,
277184.wav,44100,
136211.wav,44100,
317083.wav,44100,
12734.wav,44100,
102040.wav,44100,
270103.wav,44100,
269969.wav,44100,
147083.wav,44100,
244837.wav,44100,
406527.wav,44100,
260459.wav,44100,
222931.wav,44100,
136240.wav,44100,
10497.wav,44100,
141676.wav,44100,
277180.wav,44100,
13818.wav,44100,
121062.wav,44100,
244823.wav,44100,
19677.wav,44100,
149478.wav,44100,
260465.wav,44100,
135977.wav,44100,
270115.wav,44100,
244853.wav,44100,
136104.wav,44100,
136162.wav,44100,
150802.wav,44100,
222247.wav,44100,
136160.wav,44100,
200749.wav,44100,
184343.wav,44100,
12722.wav,44100,
136005.wav,44100,
20808.wav,44100,
10513.wav,44100,
136118.wav,44100,
270157.wav,44100,
378291.wav,44100,
321294.wav,44100,
169244.wav,44100,
340543.wav,44100,
222260.wav,44100,
136008.wav,44100,
175932.wav,44100,
123214.wav,44100,
102794.wav,44100,
270072.wav,44100,
185817.wav,44100,
132400.wav,44100,
368905.wav,44100,
244983.wav,44100,
269747.wav,44100,
178655.wav,44100,
136058.wav,44100,
317076.wav,44100,
362347.wav,44100,
117977.wav,44100,
117960.wav,44100,
431812.wav,44100,
222265.wav,44100,
168314.wav,44100,
273316.wav,44100,
269745.wav,44100,
147254.wav,44100,
206064.wav,44100,
270003.wav,44100,
260460.wav,44100,
117033.wav,44100,
330120.wav,44100,
123201.wav,44100,
340513.wav,44100,
413615.wav,44100,
43605.wav,44100,
269754.wav,44100,
104213.wav,44100,
244843.wav,44100,
232396.wav,44100,
136113.wav,44100,
81249.wav,44100,
244812.wav,44100,
166967.wav,44100,
150806.wav,44100,
270101.wav,44100,
383884.wav,44100,
195445.wav,44100,
159461.wav,44100,
203214.wav,44100,
168379.wav,44100,
179188.wav,44100,
270029.wav,44100,
89386.wav,44100,
117005.wav,44100,
175880.wav,44100,
51734.wav,44100,
93180.wav,44100,
422869.wav,44100,
26192.wav,44100,
128638.wav,44100,
160733.wav,44100,
25256.wav,44100,
396562.wav,44100,
117984.wav,44100,
117001.wav,44100,
413620.wav,44100,
269749.wav,44100,
136481.wav,44100,
431862.wav,44100,
147068.wav,44100,
317094.wav,44100,
146893.wav,44100,
117009.wav,44100,
138376.wav,44100,
93155.wav,44100,
426021.wav,44100,
123210.wav,44100,
135971.wav,44100,
136063.wav,44100,
123202.wav,44100,
23127.wav,44100,
93156.wav,44100,
27197.wav,44100,
150147.wav,44100,
168334.wav,44100,
269926.wav,44100,
337606.wav,44100,
209997.wav,44100,
317080.wav,44100,
136378.wav,44100,
117967.wav,44100,
136105.wav,44100,
140673.wav,44100,
168353.wav,44100,
116990.wav,44100,
147371.wav,44100,
150146.wav,44100,
117013.wav,44100,
222295.wav,44100,
140651.wav,44100,
13832.wav,44100,
347996.wav,44100,
390720.wav,44100,
333063.wav,44100,
413616.wav,44100,
136084.wav,44100,
258059.wav,44100,
123206.wav,44100,
147089.wav,44100,
92348.wav,44100,
219836.wav,44100,
140674.wav,44100,
394794.wav,44100,
117982.wav,44100,
92636.wav,44100,
215475.wav,44100,
10483.wav,44100,
260461.wav,44100,
123199.wav,44100,
334522.wav,44100,
168324.wav,44100,
330081.wav,44100,
33190.wav,44100,
270109.wav,44100,
81235.wav,44100,
270132.wav,44100,
147660.wav,44100,
269786.wav,44100,
104822.wav,44100,
260455.wav,44100,
340492.wav,44100,
270178.wav,44100,
135984.wav,44100,
435.wav,44100,
270052.wav,44100,
172497.wav,44100,
136165.wav,44100,
10495.wav,44100,
175883.wav,44100,
200751.wav,44100,
340491.wav,44100,
136087.wav,44100,
330117.wav,44100,
340567.wav,44100,
168362.wav,44100,
35401.wav,44100,
148075.wav,44100,
340580.wav,44100,
51261.wav,44100,
259884.wav,44100,
334524.wav,44100,
269791.wav,44100,
270076.wav,44100,
133841.wav,44100,
25257.wav,44100,
93161.wav,44100,
120544.wav,44100,
376799.wav,44100,
245303.wav,44100,
117974.wav,44100,
245714.wav,44100,
200772.wav,44100,
243613.wav,44100,
258045.wav,44100,
25625.wav,44100,
123221.wav,44100,
104093.wav,44100,
104219.wav,44100,
390707.wav,44100,
168405.wav,44100,
203565.wav,44100,
257752.wav,44100,
27194.wav,44100,
340195.wav,44100,
200743.wav,44100,
422438.wav,44100,
330106.wav,44100,
340558.wav,44100,
135452.wav,44100,
136138.wav,44100,
136009.wav,44100,
99563.wav,44100,
369711.wav,44100,
147086.wav,44100,
270066.wav,44100,
135962.wav,44100,
334159.wav,44100,
137532.wav,44100,
237306.wav,44100,
399085.wav,44100,
168316.wav,44100,
36953.wav,44100,
244857.wav,44100,
9614.wav,44100,
413611.wav,44100,
136081.wav,44100,
368337.wav,44100,
200762.wav,44100,
117965.wav,44100,
136373.wav,44100,
431811.wav,44100,
270041.wav,44100,
270043.wav,44100,
336429.wav,44100,
25839.wav,44100,
136090.wav,44100,
175886.wav,44100,
136106.wav,44100,
245291.wav,44100,
168413.wav,44100,
390721.wav,44100,
340525.wav,44100,
200776.wav,44100,
104211.wav,44100,
372430.wav,44100,
222292.wav,44100,
135981.wav,44100,
57165.wav,44100,
147031.wav,44100,
138366.wav,44100,
2791.wav,44100,
418423.wav,44100,
429900.wav,44100,
418482.wav,44100,
16332.wav,44100,
395032.wav,44100,
136216.wav,44100,
136131.wav,44100,
340581.wav,44100,
396098.wav,44100,
92644.wav,44100,
256686.wav,44100,
69753.wav,44100,
70777.wav,44100,
144141.wav,44100,
200763.wav,44100,
390728.wav,44100,
133101.wav,44100,
117964.wav,44100,
136094.wav,44100,
136040.wav,44100,
200753.wav,44100,
136071.wav,44100,
136154.wav,44100,
102782.wav,44100,
270298.wav,44100,
123187.wav,44100,
187535.wav,44100,
117006.wav,44100,
135948.wav,44100,
222268.wav,44100,
136173.wav,44100,
389429.wav,44100,
146890.wav,44100,
258046.wav,44100,
136379.wav,44100,
330104.wav,44100,
136245.wav,44100,
25857.wav,44100,
244846.wav,44100,
140659.wav,44100,
168399.wav,44100,
166973.wav,44100,
127649.wav,44100,
10508.wav,44100,
36981.wav,44100,
418724.wav,44100,
10509.wav,44100,
125594.wav,44100,
341817.wav,44100,
256685.wav,44100,
136076.wav,44100,
45665.wav,44100,
168370.wav,44100,
340535.wav,44100,
315623.wav,44100,
93907.wav,44100,
118020.wav,44100,
138362.wav,44100,
136178.wav,44100,
135986.wav,44100,
244860.wav,44100,
244821.wav,44100,
389514.wav,44100,
347994.wav,44100,
413617.wav,44100,
244839.wav,44100,
330095.wav,44100,
136003.wav,44100,
9617.wav,44100,
136117.wav,44100,
140660.wav,44100,
43598.wav,44100,
244154.wav,44100,
330127.wav,44100,
184058.wav,44100,
139064.wav,44100,
114512.wav,44100,
216872.wav,44100,
54085.wav,44100,
237150.wav,44100,
369619.wav,44100,
345066.wav,44100,
413274.wav,44100,
421487.wav,44100,
406594.wav,44100,
161190.wav,44100,
403146.wav,44100,
232896.wav,44100,
237405.wav,44100,
426585.wav,44100,
219480.wav,44100,
257904.wav,44100,
335754.wav,44100,
394946.wav,44100,
107637.wav,44100,
175664.wav,44100,
322923.wav,44100,
80929.wav,44100,
367422.wav,44100,
341536.wav,44100,
73071.wav,44100,
73075.wav,44100,
20188.wav,44100,
20189.wav,44100,
157256.wav,44100,
157257.wav,44100,
274935.wav,44100,
317526.wav,44100,
211924.wav,44100,
211933.wav,44100,
117415.wav,44100,
118231.wav,44100,
151132.wav,44100,
151121.wav,44100,
238402.wav,44100,
233014.wav,44100,
195576.wav,44100,
195579.wav,44100,
131021.wav,44100,
131022.wav,44100,
209517.wav,44100,
209519.wav,44100,
110104.wav,44100,
96840.wav,44100,
98946.wav,44100,
36821.wav,44100,
36828.wav,44100,
36823.wav,44100,
53269.wav,44100,
53272.wav,44100,
53271.wav,44100,
267318.wav,44100,
267322.wav,44100,
184689.wav,44100,
324503.wav,44100,
324508.wav,44100,
164663.wav,44100,
211619.wav,44100,
219587.wav,44100,
218889.wav,44100,
144204.wav,44100,
144218.wav,44100,
144224.wav,44100,
144226.wav,44100,
161600.wav,44100,
177877.wav,44100,
177878.wav,44100,
178063.wav,44100,
178064.wav,44100,
85814.wav,44100,
85889.wav,44100,
85821.wav,44100,
85887.wav,44100,
85888.wav,44100,
185592.wav,44100,
341306.wav,44100,
266526.wav,44100,
135430.wav,44100,
31820.wav,44100,
399124.wav,44100,
387678.wav,44100,
200269.wav,44100,
220856.wav,44100,
18739.wav,44100,
195449.wav,44100,
23525.wav,44100,
170747.wav,44100,
433872.wav,44100,
108407.wav,44100,
379373.wav,44100,
83183.wav,44100,
432773.wav,44100,
421835.wav,44100,
370883.wav,44100,
59598.wav,44100,
425213.wav,44100,
73066.wav,44100,
85890.wav,44100,
329719.wav,44100,
342712.wav,44100,
383836.wav,44100,
195584.wav,44100,
151128.wav,44100,
208766.wav,44100,
52067.wav,44100,
427136.wav,44100,
431003.wav,44100,
235930.wav,44100,
388068.wav,44100,
182596.wav,44100,
387664.wav,44100,
433873.wav,44100,
195772.wav,44100,
219490.wav,44100,
429842.wav,44100,
73049.wav,44100,
369888.wav,44100,
364926.wav,44100,
266682.wav,44100,
260745.wav,44100,
390328.wav,44100,
379912.wav,44100,
429139.wav,44100,
352064.wav,44100,
403536.wav,44100,
151111.wav,44100,
185782.wav,44100,
395071.wav,44100,
341186.wav,44100,
216010.wav,44100,
250512.wav,44100,
262918.wav,44100,
339354.wav,44100,
73067.wav,44100,
257906.wav,44100,
219887.wav,44100,
123007.wav,44100,
162150.wav,44100,
345339.wav,44100,
195673.wav,44100,
420972.wav,44100,
361166.wav,44100,
265380.wav,44100,
349297.wav,44100,
186472.wav,44100,
66154.wav,44100,
34706.wav,44100,
167169.wav,44100,
237155.wav,44100,
411105.wav,44100,
89515.wav,44100,
423831.wav,44100,
267306.wav,44100,
120115.wav,44100,
34585.wav,44100,
344569.wav,44100,
322419.wav,44100,
263044.wav,44100,
418847.wav,44100,
340926.wav,44100,
160657.wav,44100,
389811.wav,44100,
196775.wav,44100,
390845.wav,44100,
381961.wav,44100,
265378.wav,44100,
408777.wav,44100,
257432.wav,44100,
406595.wav,44100,
271442.wav,44100,
235615.wav,44100,
341299.wav,44100,
